ROUTE,BOUND,STATION ID,STATION LATITUDE,STATION LONGITUDE,STATION NAME (CHI),STATION NAME (ENG)
K58,I,K58-D060,22.39043,113.978867,"屯門官立中學","Tuen Mun Government Secondary School"
K58,I,K58-D070,22.392096,113.97512,"輕鐵市中心站","LR Town Centre Stop"
K58,I,K58-D080,22.39395,113.9737,"輕鐵屯門站","(港鐵屯門站) LR Tuen Mun Stop (MTR Tuen Mun Station)"
K58,I,K58-D090,22.394699,113.970762,"輕鐵建安站","LR Kin On Stop"
K58,I,K58-D100,22.396769,113.967425,"輕鐵鳴琴站","LR Ming Kum Stop"
K58,I,K58-D110,22.401983,113.967883,"輕鐵石排站","LR Shek Pai Stop"
K58,I,K58-D120,22.405404,113.963966,"輕鐵新圍站","LR San Wai Stop"
K58,I,K58-D130,22.407716,113.96598,"輕鐵田景站","LR Tin King Stop"
K58,I,K58-D140,22.405974,113.967207,"青田遊樂場","Tsing Tin Playground"
K58,I,K58-D150,22.405169,113.968901,"建生邨樂生樓","Lok Sang House, Kin Sang Estate"
K58,I,K58-D160,22.406394,113.971667,"建生邨泰生樓","Tai Sang House, Kin Sang Estate"
K58,I,K58-D170,22.411042,113.97648,"輕鐵麒麟站","LR Kei Lun Stop"
K58,I,K58-D180,22.414291,113.977143,"紫田村","Tsz Tin Tsuen"
K58,I,K58-D190,22.41357,113.9791,"港鐵兆康站","(北), (輕鐵兆康站) MTR Siu Hong Station (North), (LR Siu Hong Stop)"
K58,I,K58-D200,22.411915,113.983238,"倚嶺南庭","South Hillcrest"
K58,I,K58-D210,22.412815,113.982949,"富泰","Fu Tai"
K65,O,K65-U010,22.44514396,114.035187,"元朗站","(輕鐵元朗站, 港鐵元朗站) Yuen Long Station (LR Yuen Long Stop, MTR Yuen Long Station)"
K65,O,K65-U020,22.44451201,114.0315245,"又新街","Yau San Street"
K65,O,K65-U030,22.4446245,114.028421,"大棠路","Tai Tong Road"
K65,O,K65-U040,22.44478103,114.026429,"康樂路","Hong Lok Road"
K65,O,K65-U050,22.44449303,114.024142,"元朗警署","Yuen Long Police Station"
K65,O,K65-U060,22.44449303,114.02119,"輕鐵水邊圍站","LR Shui Pin Wai Stop"
K65,O,K65-U070,22.44416303,114.018772,"元朗公園","Yuen Long Park"
K65,O,K65-U080,22.44347999,114.014914,"朗邊","Long Bin"
K65,O,K65-U090,22.443597,114.009912,"屏山屏興里","Ping Hing Lane, Ping Shan"
K65,O,K65-U100,22.44378098,114.007739,"坑尾村","Hang Mei Tsuen"
K65,O,K65-U110,22.445754,114.004915,"輕鐵坑尾村站","LR Hang Mei Tsuen Stop"
K65,O,K65-U120,22.44692696,114.003126,"天盛苑","(港鐵天水圍站) Tin Shing Court (MTR Tin Shui Wai Station)"
K65,O,K65-U130,22.44667601,113.998121,"石埗路","Shek Po Road"
K65,O,K65-U140,22.44606899,113.995464,"沙洲里村","Sha Chau Lei Tsuen"
K65,O,K65-U150,22.44756503,113.9938825,"廈村","Ha Tsuen"
K65,O,K65-U160,22.44952099,113.994281,"錫降圍","Shek Kong Wai"
K65,O,K65-U170,22.451291,113.994884,"羅屋村","Lo Uk Tsuen"
K65,O,K65-U180,22.45294902,113.994668,"東頭村","(南) Tung Tau Tsuen (South)"
K65,O,K65-U190,22.45670102,113.991661,"東頭村","(北) Tung Tau Tsuen (North)"
K65,O,K65-U200,22.45909799,113.990368,"鳳降村","Fung Kong Tsuen"
K65,O,K65-U210,22.46156302,113.988875,"沙江圍","Sha Kong Wai"
K65,O,K65-U220,22.46464396,113.986202,"新慶村","San Hing Tsuen"
K65,O,K65-U230,22.467614,113.983984,"流浮山","Lau Fau Shan"
K65,I,K65-D010,22.467614,113.983984,"流浮山","Lau Fau Shan"
K65,I,K65-D020,22.46416401,113.986741,"新慶村","San Hing Tsuen"
K65,I,K65-D030,22.46140502,113.989344,"沙江圍","Sha Kong Wai"
K65,I,K65-D040,22.45915096,113.990515,"鳳降村","Fung Kong Tsuen"
K65,I,K65-D050,22.45592603,113.992509,"東頭村","Tung Tau Tsuen"
K65,I,K65-D060,22.45256698,113.994935,"羅屋村","Lo Uk Tsuen"
K65,I,K65-D070,22.44876897,113.994128,"錫降圍","Shek Kong Wai"
K65,I,K65-D080,22.44670803,113.994761,"廈村","Ha Tsuen"
K65,I,K65-D090,22.44663703,113.997152,"沙洲里村","Sha Chau Lei Tsuen"
K65,I,K65-D100,22.44694096,114.00282,"天盛苑","(港鐵天水圍站) Tin Shing Court (MTR Tin Shui Wai Station)"
K65,I,K65-D110,22.44588903,114.00512,"輕鐵坑尾村站","LR Hang Mei Tsuen Stop"
K65,I,K65-D120,22.44390302,114.007678,"坑尾村","Hang Mei Tsuen"
K65,I,K65-D130,22.44370999,114.010233,"屏山屏興里","Ping Hing Lane, Ping Shan"
K65,I,K65-D140,22.44322099,114.012915,"輕鐵屏山站","LR Ping Shan Stop"
K65,I,K65-D150,22.44457601,114.019733,"輕鐵水邊圍站","LR Shui Pin Wai Stop"
K65,I,K65-D160,22.44457601,114.023787,"元朗廣場","Yuen Long Plaza"
K65,I,K65-D170,22.44446897,114.02828,"開心廣場","Yuen Long Landmark"
K65,I,K65-D180,22.44441197,114.030327,"谷亭街","Kuk Ting Street"
K65,I,K65-D190,22.44514396,114.035187,"元朗站","(輕鐵元朗站, 港鐵元朗站) Yuen Long Station (LR Yuen Long Stop, MTR Yuen Long Station)"
K66,O,K66-U010,22.45078121,114.0229286,"朗屏","Long Ping"
K66,O,K66-U020,22.45134693,114.0254022,"楊屋村","Yeung Uk Tsuen"
K66,O,K66-U030,22.447672,114.023295,"屏昌徑","(港鐵朗屏站) Ping Cheong Path (MTR Long Ping Station)"
K66,O,K66-U040,22.446002,114.022607,"元朗盲人安老院","Yuen Long Home for the Aged Blind"
K66,O,K66-U050,22.4434668,114.0223167,"元朗大會堂","(輕鐵豐年路站) Yuen Long Town Hall (LR Fung Nin Road Stop)"
K66,O,K66-U060,22.44306167,114.0236577,"安康路","On Hong Road"
K66,O,K66-U070,22.44297,114.027754,"元朗商業中心","Yuen Long Commercial Centre"
K66,O,K66-U080,22.44120404,114.0294022,"富達廣場","Manhattan Plaza"
K66,O,K66-U090,22.436903,114.029411,"蝶翠峰","Sereno Verde"
K66,O,K66-U100,22.435406,114.0287683,"禮修村","Fraser Village"
K66,O,K66-U110,22.43369688,114.0285876,"深涌村","Sham Chung Tsuen"
K66,O,K66-U120,22.43240032,114.0285171,"羅家園","Law Ka Yuen"
K66,O,K66-U130,22.42978906,114.0286105,"崇正公立學校","Shung Ching School"
K66,O,K66-U140,22.42739559,114.0295088,"崇正菜站","Shung Ching Vegetable Market"
K66,O,K66-U150,22.42562276,114.0312735,"老圍","Lo Wai"
K66,O,K66-U160,22.42356303,114.0321846,"振華花園","Chun Wah Villas"
K66,O,K66-U170,22.42265522,114.0308948,"南坑排","Nam Hang Pai"
K66,O,K66-U180,22.42247664,114.0298802,"水蕉新村","Shui Chiu San Tsuen"
K66,O,K66-U190,22.42193919,114.0282615,"華苑","Wah Yuen"
K66,O,K66-U200,22.41836575,114.0256553,"大棠迴旋處","Tai Tong Roundabout"
K66,O,K66-U210,22.41618728,114.0236994,"大棠山路","Tai Tong Shan Road"
K66,O,K66-U220,22.416389,114.021874,"大棠黃泥墩村","Tai Tong Wong Nai Tun Tsuen"
K66,I,K66-D010,22.416389,114.021874,"大棠黃泥墩村","Tai Tong Wong Nai Tun Tsuen"
K66,I,K66-D020,22.41620604,114.0238973,"大棠山路","Tai Tong Shan Road"
K66,I,K66-D030,22.418334,114.02484,"大棠迴旋處","Tai Tong Roundabout"
K66,I,K66-D040,22.42207521,114.0283849,"華苑","Wah Yuen"
K66,I,K66-D050,22.42253674,114.0299286,"水蕉新村","Shui Chiu San Tsuen"
K66,I,K66-D060,22.42270841,114.0310276,"南坑排","Nam Hang Pai"
K66,I,K66-D070,22.42418205,114.0322333,"南坑村","Nam Hang Tsuen"
K66,I,K66-D080,22.42571102,114.0311155,"紅棗田村","Hung Tso Tin Tsuen"
K66,I,K66-D090,22.42751631,114.0293547,"普盛圍","Po Shing Wai"
K66,I,K66-D100,22.42993918,114.0285687,"崇正公立學校","Shung Ching School"
K66,I,K66-D110,22.4321724,114.0284926,"羅家園","Law Ka Yuen"
K66,I,K66-D120,22.43377173,114.0285624,"深涌村","Sham Chung Tsuen"
K66,I,K66-D130,22.43543081,114.0287164,"禮修村","Fraser Village"
K66,I,K66-D140,22.43724051,114.0295783,"蝶翠峰","Sereno Verde"
K66,I,K66-D150,22.43836882,114.0294482,"恆香製餅廠","Hang Heung Cake Shop"
K66,I,K66-D160,22.44119428,114.0293385,"富達廣場","Manhattan Plaza"
K66,I,K66-D170,22.44298197,114.0278032,"千色廣場","Citi Mall"
K66,I,K66-D180,22.44302568,114.0230108,"安康路","On Hong Road"
K66,I,K66-D190,22.44362078,114.0222338,"元朗大會堂","(輕鐵豐年路站) Yuen Long Town Hall (LR Fung Nin Road Stop)"
K66,I,K66-D200,22.44613943,114.0213445,"水邊圍邨康水樓","Hong Shui House, Shui Pin Wai Estate"
K66,I,K66-D210,22.44785153,114.0227269,"朗屏邨悅屏樓","(港鐵朗 屏站) Yuet Ping House, Long Ping Estate (MTR Long Ping Station)"
K66,I,K66-D220,22.449515,114.025532,"惠州學校","Wai Chow School"
K66,I,K66-D230,22.451414,114.025334,"朗屏邨珠屏樓","Chu Ping House, Long Ping Estate"
K66,I,K66-D240,22.45078121,114.0229286,"朗屏","Long Ping"
K68,O,K68-U010,22.460827,114.026513,"元朗工業邨","Yuen Long Industrial Estate"
K68,O,K68-U020,22.462075,114.028979,"凸版資訊卡","Toppan Forms Card Tech Ltd"
K68,O,K68-U030,22.463753,114.027581,"雀巢","Nestle (HK) Ltd"
K68,O,K68-U040,22.465525,114.026843,"元朗污水處理廠","Yuen Long Sewage Treatment Works"
K68,O,K68-U050,22.464754,114.024822,"位元堂藥業大廈","Wai Yuen Tong Medicine Building"
K68,O,K68-U060,22.462219,114.023448,"東電化電子零件","TDK Manufacturing (HK) Co Ltd"
K68,O,K68-U070,22.46039,114.022169,"凸版印刷","Toppan Printing Co (HK) Ltd"
K68,O,K68-U080,22.45845,114.023157,"匯泉國際實業","Telford International Industries Ltd"
K68,O,K68-U090,22.455119,114.024092,"橫洲福慶村","Wang Chau Fuk Hing Tsuen"
K68,O,K68-U100,22.45078121,114.0229286,"朗屏","(巴士總站) Long Ping (Bus Terminus)"
K68,O,K68-U110,22.451379,114.025576,"楊屋村","Yeung Uk Tsuen"
K68,O,K68-U120,22.447648,114.023001,"屏昌徑","(港鐵朗屏站) Ping Cheong Path (MTR Long Ping Station)"
K68,O,K68-U130,22.446002,114.022607,"元朗盲人安老院","Yuen Long Home for the Aged Blind"
K68,O,K68-U140,22.442588,114.022245,"聿修堂","(輕鐵豐年路站) Lut Sau Hall (LR Fung Nin Road Stop)"
K68,O,K68-U150,22.441306,114.02224,"元朗劇院","Yuen Long Theatre"
K68,O,K68-U160,22.43953,114.02226,"銀田花園","Silver Field Garden"
K68,O,K68-U170,22.438801,114.02024,"南元朗官立小學","South Yuen Long Government Primary School"
K68,O,K68-D010,22.44193,114.02007,"元朗公園","Yuen Long Park"
K68,O,K68-D020,22.442503,114.017663,"御豪山莊","Park Royale"
K68,O,K68-D030,22.440088,114.019048,"藝典居","Villa Art Deco"
K68,O,K68-D040,22.440407,114.021312,"御庭居","Springdale Villas"
K68,O,K68-D050,22.44149722,114.0221389,"元朗游泳池","Yuen Long Swimming Pool"
K68,O,K68-D060,22.443644,114.022164,"元朗大會堂","Yuen Long Town Hall"
K68,O,K68-D070,22.444676,114.023705,"元朗廣場","(輕鐵豐年路站) Yuen Long Plaza (LR Fung Nin Road Stop)"
K68,O,K68-D080,22.446157,114.026583,"元朗安寧路","Yuen Long On Ning Road"
K68,O,K68-D090,22.447538,114.026826,"大橋村","(港鐵朗屏站) Tai Kiu Tsuen (MTR Long Ping Station)"
K68,O,K68-D100,22.449497,114.025532,"惠州學校","Wai Chow School"
K68,O,K68-D110,22.451434,114.025324,"朗屏邨珠屏樓","Chu Ping House, Long Ping Estate"
K68,O,K68-D120,22.45078121,114.0229286,"朗屏","(巴士總站) Long Ping (Bus Terminus)"
K68,O,K68-D130,22.455166,114.02403,"橫洲福慶村","Wang Chau Fuk Hing Tsuen"
K68,O,K68-D140,22.45789,114.023353,"元朗紡織品","Yuen Long Textile Co Ltd"
K68,O,K68-D150,22.460236,114.022242,"大昌行食品加工及物流中心","DCH Food Processing & Logistics Centre"
K68,O,K68-D160,22.462306,114.023412,"有生鉛水(熱浸鋅)","Yau Sang Galvanizers (Hot-Dip) Co Ltd"
K68,O,K68-D170,22.464968,114.024783,"余仁生中心","Eu Yan Sang Centre"
K68,O,K68-D180,22.465479,114.026899,"元朗污水處理廠","Yuen Long Sewage Treatment Works"
K68,O,K68-D190,22.463782,114.027638,"雀巢","Nestle (HK) Ltd"
K68,O,K68-D200,22.461655,114.029313,"牛尾香港","Ushio HK Ltd"
K68,O,K68-U011,22.460827,114.026513,"元朗工業邨","Yuen Long Industrial Estate"
K73,O,K73-U010,22.469006,113.999661,"天恆","Tin Heng"
K73,O,K73-U020,22.468098,113.999163,"天逸邨逸潭樓","Yat Tam House, Tin Yat Estate"
K73,O,K73-U030,22.465511,114.00016,"天逸邨逸洋樓","Yat Yeung House, Tin Yat Estate"
K73,O,K73-U040,22.464482,114.003129,"天晴邨晴碧樓","Ching Pik House, Tin Ching Estate"
K73,O,K73-U050,22.463253,114.004136,"香港青年協會李兆基書院","HKFYG Lee Shau Kee College"
K73,O,K73-U060,22.46082,114.004565,"天葵路美湖居","Maywood Court, Tin Kwai Road"
K73,O,K73-U070,22.457444,114.005577,"天城路景湖居","Kenswood Court, Tin Shing Road"
K73,O,K73-U080,22.453279,114.006118,"天慈邨","Tin Tsz Estate"
K73,O,K73-U090,22.44845,114.018634,"鳳池村","Fung Chi Tsuen"
K73,O,K73-U100,22.45078121,114.0229286,"朗屏","(巴士總站) Long Ping (Bus Terminus)"
K73,O,K73-U110,22.446002,114.022607,"元朗盲人安老院","Yuen Long Home for the Aged Blind"
K73,O,K73-U120,22.445181,114.024919,"元朗西","(輕鐵豐年路站) Yuen Long West (LR Fung Nin Road Stop)"
K73,I,K73-D010,22.445181,114.024919,"元朗西","(輕鐵豐年路站) Yuen Long West (LR Fung Nin Road Stop)"
K73,I,K73-D020,22.446162,114.026731,"元朗安寧路","Yuen Long On Ning Road"
K73,I,K73-D030,22.447489,114.026856,"大橋村","(港鐵朗屏站) Tai Kiu Tsuen (MTR Long Ping Station)"
K73,I,K73-D040,22.449497,114.02552,"惠州學校","Wai Chow School"
K73,I,K73-D050,22.451408,114.025329,"朗屏邨珠屏樓","Chu Ping House, Long Ping Estate"
K73,I,K73-D060,22.452066,114.023275,"東莞學校","Tung Koon Primary School"
K73,I,K73-D070,22.45078121,114.0229286,"朗屏","(巴士總站) Long Ping (Bus Terminus)"
K73,I,K73-D080,22.448299,114.018562,"鳳池村","Fung Chi Tsuen"
K73,I,K73-D090,22.453358,114.00589,"輕鐵天慈站","LR Tin Tsz Stop"
K73,I,K73-D100,22.455038,114.007159,"天水圍游泳池","Tin Shui Wai Swimming Pool"
K73,I,K73-D110,22.458987,114.005282,"天龍路景湖居","Kenswood Court, Tin Lung Road"
K73,I,K73-D120,22.460486,114.004634,"天葵路麗湖居","Lynwood Court, Tin Kwai Road"
K73,I,K73-D130,22.463375,114.00392,"天晴邨晴雲樓","Ching Wan House, Tin Ching Estate"
K73,I,K73-D140,22.465398,114.000072,"天富苑能富閣","Nang Fu House, Tin Fu Court"
K73,I,K73-D150,22.468127,113.999183,"天澤邨","Tin Chak Estate"
K73,I,K73-D160,22.469006,113.999661,"天恆","Tin Heng"
K74,O,K74-U010,22.455322,113.998689,"天瑞","Tin Shui"
K74,O,K74-U020,22.454452,114.003146,"天水圍公園","Tin Shui Wai Park"
K74,O,K74-U030,22.453288,114.006135,"天慈邨","Tin Tsz Estate"
K74,O,K74-U040,22.448467,114.018601,"鳳池村","Fung Chi Tsuen"
K74,O,K74-U050,22.450549,114.022688,"朗屏","(巴士總站) Long Ping (Bus Terminus)"
K74,O,K74-U060,22.445968,114.022572,"元朗盲人安老院","Yuen Long Home for the Aged Blind"
K74,O,K74-U070,22.44467,114.023718,"元朗廣場","(輕鐵豐年路站) Yuen Long Plaza (LR Fung Nin Road Stop)"
K74,O,K74-U080,22.4444,114.02836,"開心廣場","Yuen Long Landmark"
K74,O,K74-U090,22.446625,114.0349444,"港鐵元朗站(朗日路)","(港鐵元朗站) MTR Yuen Long Station (Long Yat Road) (MTR Yuen Long Station)"
K74,O,K74-D010,22.44436944,114.0436667,"東成里（近博愛醫院）","Tung Shing Lei (near Pok Oi Hospital)"
K74,O,K74-D020,22.44403889,114.0439444,"東華三院馬振玉中學(近朗善邨)","TWGHs C.Y.Ma Memorial College near Long Shin Estate)"
K74,O,K74-D030,22.447487,114.026853,"大橋村","(港鐵朗屏站) Tai Kiu Tsuen (MTR Long Ping Station)"
K74,O,K74-D040,22.449502,114.025527,"惠州學校","Wai Chow School"
K74,O,K74-D050,22.451421,114.025317,"朗屏邨珠屏樓","Chu Ping House, Long Ping Estate"
K74,O,K74-D060,22.450549,114.022688,"朗屏","(巴士總站) Long Ping (Bus Terminus)"
K74,O,K74-D070,22.448256,114.018583,"鳳池村","Fung Chi Tsuen"
K74,O,K74-D080,22.45321,114.005918,"輕鐵天慈站","LR Tin Tsz Stop"
K74,O,K74-D090,22.454616,114.002637,"天水圍公園","Tin Shui Wai Park"
K74,O,K74-U011,22.455322,113.998689,"天瑞","Tin Shui"
K75A,O,K75A-U010,22.44654,114.0037516,"天水圍站","(輕鐵天水圍站) Tin Shui Wai Station (LR Tin Shui Wai Stop)"
K75A,O,K75A-U020,22.446839,114.00307,"天盛苑","(港鐵天水圍站) Tin Shing Court (MTR Tin Shui Wai Station)"
K75A,O,K75A-U030,22.440307,113.998965,"石埗村","Shek Po Tsuen"
K75A,O,K75A-D010,22.433489,113.99772,"輕鐵洪水橋站","LR Hung Shui Kiu Stop"
K75A,O,K75A-D020,22.432897,113.992837,"鄉事委員會","Rural Committee"
K75A,O,K75A-D030,22.434526,113.992613,"田心","Tin Sam"
K75A,O,K75A-D040,22.436504,113.991851,"新李屋村","San Lee Uk Tsuen"
K75A,O,K75A-D050,22.439615,113.991583,"新生村","San Sang Tsuen"
K75A,O,K75A-D060,22.443545,113.991309,"李屋村","Lee Uk Tsuen"
K75A,O,K75A-D070,22.445107,113.992349,"新屋村","San Uk Tsuen"
K75A,O,K75A-D080,22.446257,113.993342,"廈村市","Ha Tsuen Shi"
K75A,O,K75A-D090,22.44670803,113.994761,"廈村","Ha Tsuen"
K75A,O,K75A-D100,22.44663703,113.997152,"沙洲里村","Sha Chau Lei Tsuen"
K75A,O,K75A-D110,22.446928,114.002891,"天盛苑","(港鐵天水圍站) Tin Shing Court (MTR Tin Shui Wai Station)"
K75A,O,K75A-U011,22.44654,114.0037516,"天水圍站","(輕鐵天水圍站) Tin Shui Wai Station (LR Tin Shui Wai Stop)"
K75P,O,K75P-U010,22.455356,113.998975,"天瑞","Tin Shui"
K75P,O,K75P-U020,22.454494,114.003128,"天水圍公園","Tin Shui Wai Park"
K75P,O,K75P-U030,22.452347,114.002244,"天耀邨耀盛樓","Yiu Shing House, Tin Yiu Estate"
K75P,O,K75P-U040,22.450039,114.002836,"輕鐵天耀站","LR Tin Yiu Stop"
K75P,O,K75P-U050,22.446917,114.003097,"天盛苑","(港鐵天水圍站) Tin Shing Court (MTR Tin Shui Wai Station)"
K75P,O,K75P-U060,22.446711,113.998247,"石埗路","Shek Po Road"
K75P,O,K75P-U070,22.446108,113.995617,"沙洲里村","Sha Chau Lei Tsuen"
K75P,O,K75P-U080,22.446186,113.993353,"廈村市","Ha Tsuen Shi"
K75P,O,K75P-U090,22.445111,113.992378,"新屋村","San Uk Tsuen"
K75P,O,K75P-U100,22.443717,113.991383,"李屋村","Lee Uk Tsuen"
K75P,O,K75P-U110,22.440183,113.991708,"新生村","San Sang Tsuen"
K75P,O,K75P-U120,22.436125,113.992242,"新李屋村","San Lee Uk Tsuen"
K75P,O,K75P-U130,22.433431,113.992694,"田心","Tin Sam"
K75P,O,K75P-U140,22.431597,113.992822,"鄉事委員會","Rural Committee"
K75P,O,K75P-D010,22.433889,113.997633,"輕鐵洪水橋站","LR Hung Shui Kiu Stop"
K75P,O,K75P-D020,22.436081,113.99985,"洪水橋巴士廠","Hung Shui Kiu Bus Depot"
K75P,O,K75P-D030,22.437436,113.999028,"洪福邨","Hung Fuk Estate"
K75P,O,K75P-D040,22.440381,113.998406,"石埗村","Shek Po Tsuen"
K75P,O,K75P-D050,22.446897,114.002789,"天盛苑","(港鐵天水圍站) Tin Shing Court (MTR Tin Shui Wai Station)"
K75P,O,K75P-D060,22.449461,114.002956,"天水圍警署","Tin Shui Wai Police Station"
K75P,O,K75P-D070,22.452539,114.002228,"賞湖居","Sherwood Court"
K75P,O,K75P-D080,22.454522,114.002736,"天水圍公園","Tin Shui Wai Park"
K75P,O,K75P-U011,22.455356,113.998975,"天瑞","Tin Shui"
K76,O,K76-U010,22.469006,113.999661,"天恆","Tin Heng"
K76,O,K76-U020,22.468178,113.999383,"天逸邨逸潭樓","Yat Tam House, Tin Yat Estate"
K76,O,K76-U030,22.464353,113.997442,"天富苑欣富閣","Yan Fu House, Tin Fu Court"
K76,O,K76-U040,22.446864,114.002819,"天盛苑","(港鐵天水圍站) Tin Shing Court (MTR Tin Shui Wai Station)"
K76,O,K76-U050,22.446556,114.003731,"天水圍站","(港鐵天水圍站) Tin Shui Wai Station (MTR Tin Shui Wai Station)"
K76,I,K76-D010,22.446556,114.003731,"天水圍站","(港鐵天水圍站) Tin Shui Wai Station (MTR Tin Shui Wai Station)"
K76,I,K76-D020,22.464592,113.99725,"天恩邨","Tin Yan Estate"
K76,I,K76-D030,22.468061,113.999058,"天澤邨","Tin Chak Estate"
K76,I,K76-D040,22.469006,113.999661,"天恆","Tin Heng"